course_code,requirement
84-104,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
84-226,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
84-275,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
85-102,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
85-104,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
85-211,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
88-120,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
88-230,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
88-255,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences
D6-001,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Social Sciences---D6-001
21-150,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
51-237,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
51-368,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
60-142,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
62-142,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
70-350,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
76-239,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
76-260,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
76-261,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
76-265,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
76-278,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
79-317,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
79-345,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
79-465,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-119,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-130,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-137,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-237,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-255,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-278,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-279,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-285,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
82-380,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts
D7-001,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---The Arts---D7-001
15-155,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
21-102,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
21-127,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
73-155,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
73-347,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
79-175,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
80-210,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
80-150,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
80-211,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
80-305 (Spring 2023 and earlier),Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
80-306 (Spring 2024 or later),Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
80-312,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning
D8-001,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Logic/Mathematical Reasoning---D8-001
05-360,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Additional Disciplines (Business/Design/Engineering)
17-313,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Additional Disciplines (Business/Design/Engineering)
